From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	PubMed ID
LYST	A0A8V8TME5	unreviewed	A0A8V8TME5_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	1011					16710414
LYST	B7ZMN7	unreviewed	B7ZMN7_HUMAN	LYST protein	LYST	Homo sapiens (Human)	1382	lysosome organization [GO:0007040]	lysosome organization [GO:0007040]			15489334
LYST	H7C4F5	unreviewed	H7C4F5_HUMAN	Lysosomal-trafficking regulator	LYST	Homo sapiens (Human)	181	lysosome organization [GO:0007040]	lysosome organization [GO:0007040]			16710414
PTGIR	P43119	reviewed	PI2R_HUMAN	Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor)	PTGIR PRIPR	Homo sapiens (Human)	386	cytosol [GO:0005829]; plasma membrane [GO:0005886]; guanyl-nucleotide exchange factor activity [GO:0005085]; prostacyclin receptor activity [GO:0016501]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell-cell signaling [GO:0007267]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; inflammatory response [GO:0006954]; negative regulation of platelet-derived growth factor receptor signaling pathway [GO:0010642]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; response to lipopolysaccharide [GO:0032496]	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell-cell signaling [GO:0007267]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]; inflammatory response [GO:0006954]; negative regulation of platelet-derived growth factor receptor signaling pathway [GO:0010642]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; response to lipopolysaccharide [GO:0032496]	cytosol [GO:0005829]; plasma membrane [GO:0005886]	guanyl-nucleotide exchange factor activity [GO:0005085]; prostacyclin receptor activity [GO:0016501]	7512962; 7514139; 7923647; 7665161; 15489334; 11895442; 12488443; 27613955; 15194446
PTGIR	A0A0B4J2A7	unreviewed	A0A0B4J2A7_HUMAN	Prostacyclin receptor (Prostaglandin I2 (Prostacyclin) receptor (IP), isoform CRA_b)	PTGIR hCG_1777582	Homo sapiens (Human)	296	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]		membrane [GO:0016020]	G protein-coupled receptor activity [GO:0004930]	11181995; 15057824
PTGIR	M0QXV5	unreviewed	M0QXV5_HUMAN	Prostacyclin receptor	PTGIR	Homo sapiens (Human)	143	G protein-coupled receptor signaling pathway [GO:0007186]	G protein-coupled receptor signaling pathway [GO:0007186]			15057824
PTGIR	M0QZI2	unreviewed	M0QZI2_HUMAN	Prostacyclin receptor	PTGIR	Homo sapiens (Human)	115	G protein-coupled receptor signaling pathway [GO:0007186]	G protein-coupled receptor signaling pathway [GO:0007186]			15057824
PTGIR	M0QZW0	unreviewed	M0QZW0_HUMAN	Prostacyclin receptor	PTGIR	Homo sapiens (Human)	174	membrane [GO:0016020]; G protein-coupled receptor signaling pathway [GO:0007186]	G protein-coupled receptor signaling pathway [GO:0007186]	membrane [GO:0016020]		15057824
PTGIR	Q2YD89	unreviewed	Q2YD89_HUMAN	Prostaglandin I2 (Prostacyclin) receptor (IP)	PTGIR	Homo sapiens (Human)	386	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]		membrane [GO:0016020]	G protein-coupled receptor activity [GO:0004930]	15489334
PERCC1	A0A1W2PR82	reviewed	PERC1_HUMAN	Protein PERCC1 (Proline and glutamage-rich protein with a coiled coil domain)	PERCC1	Homo sapiens (Human)	267	digestive tract morphogenesis [GO:0048546]; enteroendocrine cell differentiation [GO:0035883]	digestive tract morphogenesis [GO:0048546]; enteroendocrine cell differentiation [GO:0035883]			15616553; 11157797; 31217582
TSHZ1	Q6ZSZ6	reviewed	TSH1_HUMAN	Teashirt homolog 1 (Antigen NY-CO-33) (Serologically defined colon cancer antigen 33)	TSHZ1 SDCCAG33 TSH1	Homo sapiens (Human)	1077	chromatin [GO:0000785]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; anterior/posterior pattern specification [GO:0009952]; middle ear morphogenesis [GO:0042474]; regulation of transcription by RNA polymerase II [GO:0006357]; soft palate development [GO:0060023]	anterior/posterior pattern specification [GO:0009952]; middle ear morphogenesis [GO:0042474]; regulation of transcription by RNA polymerase II [GO:0006357]; soft palate development [GO:0060023]	chromatin [GO:0000785]; nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]	14702039; 16177791; 9610721; 19343227; 22152683; 23186163
TSHZ1	A7YF73	unreviewed	A7YF73_HUMAN	TSHZ1 protein	TSHZ1	Homo sapiens (Human)	722	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of gene expression [GO:0010468]	regulation of gene expression [GO:0010468]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	15489334
TSHZ1	H0YKA1	unreviewed	H0YKA1_HUMAN	Teashirt homolog 1	TSHZ1	Homo sapiens (Human)	78	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of gene expression [GO:0010468]	regulation of gene expression [GO:0010468]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	16177791
TSHZ1	H0YN23	unreviewed	H0YN23_HUMAN	Teashirt homolog 1	TSHZ1	Homo sapiens (Human)	276	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of gene expression [GO:0010468]	regulation of gene expression [GO:0010468]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	16177791
SLC38A7	Q9NVC3	reviewed	S38A7_HUMAN	Sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7)	SLC38A7 SNAT7	Homo sapiens (Human)	462	axon [GO:0030424]; lysosomal membrane [GO:0005765]; neuronal cell body [GO:0043025]; L-alanine transmembrane transporter activity [GO:0015180]; L-amino acid transmembrane transporter activity [GO:0015179]; L-asparagine transmembrane transporter activity [GO:0015182]; L-asparagine:sodium symporter activity [GO:0140901]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; L-glutamine transmembrane transporter activity [GO:0015186]; L-glutamine:sodium symporter activity [GO:0140902]; L-histidine transmembrane transporter activity [GO:0005290]; L-leucine transmembrane transporter activity [GO:0015190]; L-methionine transmembrane transporter activity [GO:0015191]; L-serine transmembrane transporter activity [GO:0015194]; amino acid transmembrane transport [GO:0003333]; asparagine transport [GO:0006867]; glutamine transport [GO:0006868]; sodium ion transport [GO:0006814]	amino acid transmembrane transport [GO:0003333]; asparagine transport [GO:0006867]; glutamine transport [GO:0006868]; sodium ion transport [GO:0006814]	axon [GO:0030424]; lysosomal membrane [GO:0005765]; neuronal cell body [GO:0043025]	L-alanine transmembrane transporter activity [GO:0015180]; L-amino acid transmembrane transporter activity [GO:0015179]; L-asparagine transmembrane transporter activity [GO:0015182]; L-asparagine:sodium symporter activity [GO:0140901]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; L-glutamine transmembrane transporter activity [GO:0015186]; L-glutamine:sodium symporter activity [GO:0140902]; L-histidine transmembrane transporter activity [GO:0005290]; L-leucine transmembrane transporter activity [GO:0015190]; L-methionine transmembrane transporter activity [GO:0015191]; L-serine transmembrane transporter activity [GO:0015194]	14702039; 15489334; 23186163; 28416685; 35561222
SLC38A7	H3BMC5	unreviewed	H3BMC5_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	354	membrane [GO:0016020]		membrane [GO:0016020]		15616553; 23186163
SLC38A7	H3BN87	unreviewed	H3BN87_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	94					15616553; 23186163
SLC38A7	H3BP25	unreviewed	H3BP25_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	260	membrane [GO:0016020]		membrane [GO:0016020]		15616553; 23186163
SLC38A7	H3BPK8	unreviewed	H3BPK8_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	373	membrane [GO:0016020]		membrane [GO:0016020]		15616553
SLC38A7	H3BPV9	unreviewed	H3BPV9_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	140	membrane [GO:0016020]		membrane [GO:0016020]		15616553; 23186163
SLC38A7	H3BRZ0	unreviewed	H3BRZ0_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	65	membrane [GO:0016020]		membrane [GO:0016020]		15616553
SLC38A7	H3BU46	unreviewed	H3BU46_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	135					15616553; 23186163
SLC38A7	H3BV81	unreviewed	H3BV81_HUMAN	Putative sodium-coupled neutral amino acid transporter 7	SLC38A7	Homo sapiens (Human)	170	membrane [GO:0016020]		membrane [GO:0016020]		15616553
LGALS2	P05162	reviewed	LEG2_HUMAN	Galectin-2 (Gal-2) (Beta-galactoside-binding lectin L-14-II) (HL14) (Lactose-binding lectin 2) (S-Lac lectin 2)	LGALS2	Homo sapiens (Human)	132	cytoplasm [GO:0005737]; galectin complex [GO:1990724]; carbohydrate binding [GO:0030246]; galactoside binding [GO:0016936]; cell-cell adhesion [GO:0098609]; positive regulation of apoptotic process [GO:0043065]; positive regulation of inflammatory response [GO:0050729]; T cell homeostasis [GO:0043029]	cell-cell adhesion [GO:0098609]; positive regulation of apoptotic process [GO:0043065]; positive regulation of inflammatory response [GO:0050729]; T cell homeostasis [GO:0043029]	cytoplasm [GO:0005737]; galectin complex [GO:1990724]	carbohydrate binding [GO:0030246]; galactoside binding [GO:0016936]	1375225; 15461802; 10591208; 15489334; 1988031; 3020551; 8262940; 16959974
LGALS2	B0QYC9	unreviewed	B0QYC9_HUMAN	Galectin-2	LGALS2	Homo sapiens (Human)	29					10591208
LGALS2	Q6PIT8	unreviewed	Q6PIT8_HUMAN	Galectin	LGALS2	Homo sapiens (Human)	130	carbohydrate binding [GO:0030246]			carbohydrate binding [GO:0030246]	15489334
KCNH5	Q8NCM2	reviewed	KCNH5_HUMAN	Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2)	KCNH5 EAG2	Homo sapiens (Human)	988	cell surface [GO:0009986]; plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; protein-containing complex binding [GO:0044877]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]; potassium ion transmembrane transport [GO:0071805]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]	potassium ion transmembrane transport [GO:0071805]; regulation of G2/M transition of mitotic cell cycle [GO:0010389]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential [GO:0042391]	cell surface [GO:0009986]; plasma membrane [GO:0005886]	calmodulin binding [GO:0005516]; protein-containing complex binding [GO:0044877]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]	11943152; 12135768; 14702039; 12508121; 15489334; 18655026; 23647072
KCNH5	Q86XI1	unreviewed	Q86XI1_HUMAN	KCNH5 protein	KCNH5	Homo sapiens (Human)	422	membrane [GO:0016020]; calmodulin binding [GO:0005516]; voltage-gated potassium channel activity [GO:0005249]		membrane [GO:0016020]	calmodulin binding [GO:0005516]; voltage-gated potassium channel activity [GO:0005249]	15489334
IGLV3-1	P01715	reviewed	LV301_HUMAN	Immunoglobulin lambda variable 3-1 (Ig lambda chain V-IV region Bau) (Ig lambda chain V-IV region MOL) (Ig lambda chain V-IV region X)	IGLV3-1	Homo sapiens (Human)	115	extracellular region [GO:0005576]; extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]	10591208; 4883841; 4435717; 3103603; 11872955; 17576170; 20176268; 22158414; 24600447
FAM166C	A6NJV1	reviewed	F166C_HUMAN	Protein FAM166C (Family with sequence similarity 166 member C)	FAM166C C2orf70	Homo sapiens (Human)	201	nucleus [GO:0005634]		nucleus [GO:0005634]		15815621
FAM166C	B8ZZ55	unreviewed	B8ZZ55_HUMAN	Protein FAM166C	FAM166C	Homo sapiens (Human)	184					15815621
FAM166C	H7C0N2	unreviewed	H7C0N2_HUMAN	Protein FAM166C	FAM166C	Homo sapiens (Human)	128					15815621
SLC28A1	O00337	reviewed	S28A1_HUMAN	Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1)	SLC28A1 CNT1	Homo sapiens (Human)	649	brush border membrane [GO:0031526]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]; azole transmembrane transporter activity [GO:1901474]; cytidine transmembrane transporter activity [GO:0015212]; nucleoside transmembrane transporter activity [GO:0005337]; nucleoside:sodium symporter activity [GO:0005415]; purine nucleobase transmembrane transporter activity [GO:0005345]; pyrimidine- and adenine-specific:sodium symporter activity [GO:0015389]; symporter activity [GO:0015293]; uridine transmembrane transporter activity [GO:0015213]; azole transmembrane transport [GO:0045117]; cytidine transport [GO:0015861]; nucleobase-containing compound metabolic process [GO:0006139]; nucleoside transmembrane transport [GO:1901642]; nucleoside transport [GO:0015858]; purine nucleobase transmembrane transport [GO:1904823]; pyrimidine nucleobase transport [GO:0015855]; pyrimidine-containing compound transmembrane transport [GO:0072531]; uridine transport [GO:0015862]	azole transmembrane transport [GO:0045117]; cytidine transport [GO:0015861]; nucleobase-containing compound metabolic process [GO:0006139]; nucleoside transmembrane transport [GO:1901642]; nucleoside transport [GO:0015858]; purine nucleobase transmembrane transport [GO:1904823]; pyrimidine nucleobase transport [GO:0015855]; pyrimidine-containing compound transmembrane transport [GO:0072531]; uridine transport [GO:0015862]	brush border membrane [GO:0031526]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]	azole transmembrane transporter activity [GO:1901474]; cytidine transmembrane transporter activity [GO:0015212]; nucleoside transmembrane transporter activity [GO:0005337]; nucleoside:sodium symporter activity [GO:0005415]; purine nucleobase transmembrane transporter activity [GO:0005345]; pyrimidine- and adenine-specific:sodium symporter activity [GO:0015389]; symporter activity [GO:0015293]; uridine transmembrane transporter activity [GO:0015213]	9124315; 14702039; 16572171; 15489334; 10455109; 21998139; 24275569; 30658162; 30847922
SLC28A1	B7Z3L6	unreviewed	B7Z3L6_HUMAN	Sodium/nucleoside cotransporter 1 (cDNA FLJ58165, highly similar to Sodium/nucleoside cotransporter 1)	SLC28A1	Homo sapiens (Human)	483	cytosol [GO:0005829]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]; nucleoside:sodium symporter activity [GO:0005415]		cytosol [GO:0005829]; nuclear speck [GO:0016607]; plasma membrane [GO:0005886]	nucleoside:sodium symporter activity [GO:0005415]	16572171; 24275569
GID8	Q9NWU2	reviewed	GID8_HUMAN	Glucose-induced degradation protein 8 homolog (Two hybrid-associated protein 1 with RanBPM) (Twa1)	GID8 C20orf11 TWA1	Homo sapiens (Human)	228	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]; protein homodimerization activity [GO:0042803]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell population proliferation [GO:0008284]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; Wnt signaling pathway [GO:0016055]	positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell population proliferation [GO:0008284]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; Wnt signaling pathway [GO:0016055]	cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]	protein homodimerization activity [GO:0042803]	12559565; 14702039; 11780052; 15489334; 17467196; 21269460; 23186163; 24143168; 28829046; 29911972
ALOX12	P18054	reviewed	LOX12_HUMAN	Polyunsaturated fatty acid lipoxygenase ALOX12 (EC 1.13.11.-) (Arachidonate (12S)-lipoxygenase) (12S-LOX) (12S-lipoxygenase) (EC 1.13.11.31) (Arachidonate (15S)-lipoxygenase) (EC 1.13.11.33) (Linoleate (13S)-lipoxygenase) (Lipoxin synthase 12-LO) (EC 3.3.2.-) (Platelet-type lipoxygenase 12)	ALOX12 12LO LOG12	Homo sapiens (Human)	663	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; arachidonate 12(S)-lipoxygenase activity [GO:0004052]; arachidonate 15-lipoxygenase activity [GO:0050473]; hepoxilin-epoxide hydrolase activity [GO:0047977]; iron ion binding [GO:0005506]; linoleate 13S-lipoxygenase activity [GO:0016165]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; arachidonic acid metabolic process [GO:0019369]; establishment of skin barrier [GO:0061436]; fatty acid oxidation [GO:0019395]; hepoxilin biosynthetic process [GO:0051122]; leukotriene A4 metabolic process [GO:1901751]; linoleic acid metabolic process [GO:0043651]; lipid metabolic process [GO:0006629]; lipid oxidation [GO:0034440]; lipoxin A4 biosynthetic process [GO:2001303]; lipoxin B4 biosynthetic process [GO:2001306]; lipoxygenase pathway [GO:0019372]; negative regulation of muscle cell apoptotic process [GO:0010656]; negative regulation of platelet aggregation [GO:0090331]; superoxide anion generation [GO:0042554]; unsaturated fatty acid metabolic process [GO:0033559]	arachidonic acid metabolic process [GO:0019369]; establishment of skin barrier [GO:0061436]; fatty acid oxidation [GO:0019395]; hepoxilin biosynthetic process [GO:0051122]; leukotriene A4 metabolic process [GO:1901751]; linoleic acid metabolic process [GO:0043651]; lipid metabolic process [GO:0006629]; lipid oxidation [GO:0034440]; lipoxin A4 biosynthetic process [GO:2001303]; lipoxin B4 biosynthetic process [GO:2001306]; lipoxygenase pathway [GO:0019372]; negative regulation of muscle cell apoptotic process [GO:0010656]; negative regulation of platelet aggregation [GO:0090331]; superoxide anion generation [GO:0042554]; unsaturated fatty acid metabolic process [GO:0033559]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]	arachidonate 12(S)-lipoxygenase activity [GO:0004052]; arachidonate 15-lipoxygenase activity [GO:0050473]; hepoxilin-epoxide hydrolase activity [GO:0047977]; iron ion binding [GO:0005506]; linoleate 13S-lipoxygenase activity [GO:0016165]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]	2244907; 2377602; 2217179; 16625196; 15489334; 1447217; 1570320; 8304420; 1851637; 8250832; 8319693; 8500694; 8912711; 9751607; 16638750; 17493578; 18311922; 18755188; 22237009; 23578768; 22984144; 23504711; 24282679; 25036362; 32404334; 15308583; 17151091; 17460548
ALOX12	K7ENN9	unreviewed	K7ENN9_HUMAN	Polyunsaturated fatty acid lipoxygenase ALOX12	ALOX12	Homo sapiens (Human)	147	iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]			iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]	16625196
FAM89A	Q96GI7	reviewed	FA89A_HUMAN	Protein FAM89A	FAM89A C1orf153	Homo sapiens (Human)	184					16710414; 15489334; 23186163; 24275569
KCNAB1	Q14722	reviewed	KCAB1_HUMAN	Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1)	KCNAB1 KCNA1B	Homo sapiens (Human)	419	cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; juxtaparanode region of axon [GO:0044224]; plasma membrane [GO:0005886]; potassium channel complex [GO:0034705]; voltage-gated potassium channel complex [GO:0008076]; aldo-keto reductase (NADP) activity [GO:0004033]; molecular function inhibitor activity [GO:0140678]; NADPH binding [GO:0070402]; potassium channel regulator activity [GO:0015459]; protein domain specific binding [GO:0019904]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]; negative regulation of delayed rectifier potassium channel activity [GO:1902260]; negative regulation of voltage-gated potassium channel activity [GO:1903817]; potassium ion transport [GO:0006813]; regulation of delayed rectifier potassium channel activity [GO:1902259]; regulation of potassium ion transmembrane transport [GO:1901379]	negative regulation of delayed rectifier potassium channel activity [GO:1902260]; negative regulation of voltage-gated potassium channel activity [GO:1903817]; potassium ion transport [GO:0006813]; regulation of delayed rectifier potassium channel activity [GO:1902259]; regulation of potassium ion transmembrane transport [GO:1901379]	cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; juxtaparanode region of axon [GO:0044224]; plasma membrane [GO:0005886]; potassium channel complex [GO:0034705]; voltage-gated potassium channel complex [GO:0008076]	aldo-keto reductase (NADP) activity [GO:0004033]; molecular function inhibitor activity [GO:0140678]; NADPH binding [GO:0070402]; potassium channel regulator activity [GO:0015459]; protein domain specific binding [GO:0019904]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]	7499366; 7890032; 7603988; 7649300; 8938711; 14702039; 15489334; 7890764; 9763623; 12077175; 12130714; 15361858; 17156368; 17540341; 19713757
KCNAB1	A0A087X1P8	unreviewed	A0A087X1P8_HUMAN	Voltage-gated potassium channel subunit beta-1	KCNAB1	Homo sapiens (Human)	304	cytoplasm [GO:0005737]; potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	cytoplasm [GO:0005737]		16641997
KCNAB1	B7Z8E5	unreviewed	B7Z8E5_HUMAN	Voltage-gated potassium channel subunit beta-1 (cDNA FLJ59247, highly similar to Voltage-gated potassium channel subunit beta-1)	KCNAB1	Homo sapiens (Human)	390	cytoplasm [GO:0005737]; potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	cytoplasm [GO:0005737]		16641997
KCNAB1	C9JBV8	unreviewed	C9JBV8_HUMAN	Voltage-gated potassium channel subunit beta-1	KCNAB1	Homo sapiens (Human)	128					16641997
KCNAB1	C9JQ60	unreviewed	C9JQ60_HUMAN	Voltage-gated potassium channel subunit beta-1	KCNAB1	Homo sapiens (Human)	177					16641997
KCNAB1	F8W6W4	unreviewed	F8W6W4_HUMAN	Voltage-gated potassium channel subunit beta-1	KCNAB1	Homo sapiens (Human)	372	cytoplasm [GO:0005737]; potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	cytoplasm [GO:0005737]		16641997
KCNAB1	H7C4S9	unreviewed	H7C4S9_HUMAN	Voltage-gated potassium channel subunit beta-1	KCNAB1	Homo sapiens (Human)	81					16641997
KCNAB1	L8E988	unreviewed	L8E988_HUMAN	Alternative protein KCNAB1	KCNAB1	Homo sapiens (Human)	41					23950983
KCNAB1	Q5MJQ3	unreviewed	Q5MJQ3_HUMAN	Potassium voltage-gated channel beta subunit	KCNAB1	Homo sapiens (Human)	372	cytoplasm [GO:0005737]; potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	potassium ion transport [GO:0006813]; transmembrane transport [GO:0055085]	cytoplasm [GO:0005737]		
OR4K2	Q8NGD2	reviewed	OR4K2_HUMAN	Olfactory receptor 4K2 (Olfactory receptor OR14-15)	OR4K2	Homo sapiens (Human)	314	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]		plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]	15489334; 14983052
OR4K2	A0A126GVP5	unreviewed	A0A126GVP5_HUMAN	Olfactory receptor	OR4K2	Homo sapiens (Human)	314	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]		plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]	
OR4K2	A0A126GWK6	unreviewed	A0A126GWK6_HUMAN	Olfactory receptor	OR4K2	Homo sapiens (Human)	314	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]		plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]	
RNF220	Q5VTB9	reviewed	RN220_HUMAN	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 C1orf164	Homo sapiens (Human)	566	cytoplasm [GO:0005737]; nuclear lamina [GO:0005652]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; beta-catenin binding [GO:0008013]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; dorsal/ventral neural tube patterning [GO:0021904]; noradrenergic neuron development [GO:0003358]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; protein autoubiquitination [GO:0051865]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; regulation of transcription regulatory region DNA binding [GO:2000677]	dorsal/ventral neural tube patterning [GO:0021904]; noradrenergic neuron development [GO:0003358]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; protein autoubiquitination [GO:0051865]; protein monoubiquitination [GO:0006513]; protein ubiquitination [GO:0016567]; regulation of transcription regulatory region DNA binding [GO:2000677]	cytoplasm [GO:0005737]; nuclear lamina [GO:0005652]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	beta-catenin binding [GO:0008013]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]	14702039; 16710414; 15489334; 18669648; 19413330; 21269460; 25266658; 25218447; 33964137
RNF220	H0Y7B1	unreviewed	H0Y7B1_HUMAN	E3 ubiquitin-protein ligase RNF220	RNF220	Homo sapiens (Human)	121					16710414
RNF220	Q5TDE7	unreviewed	Q5TDE7_HUMAN	E3 ubiquitin-protein ligase RNF220	RNF220	Homo sapiens (Human)	259					16710414; 18669648; 21269460
RNF220	Q5TDE8	unreviewed	Q5TDE8_HUMAN	E3 ubiquitin-protein ligase RNF220	RNF220	Homo sapiens (Human)	260					16710414; 18669648; 21269460
